"ncaa_id","team","player_id","name","year","hometown","homestate","high_school","previous_school","height_clean","position","jersey","url","season","team_state","conference","division","height_ft","height_in","total_inches","primary_position","secondary_position","position_clean","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean","previous_school_clean"
2,"Abilene Christian","10389","Payton Hull","Sophomore","Peaster","Texas","Peaster HS",,"5'10""","Guard","10","https://www.acusports.com/sports/womens-basketball/roster/payton-hull/10389","2024-25","TX","WAC","I",5,10,70,"GUARD",,"GUARD","Sophomore",0,"Peaster HS","PEASTER, TEXAS","TX","USA",
2,"Abilene Christian","10400","Mia Rivers","Graduate Student","College Station","Texas","College Station HS","Texas A&M-Kingsville","5'6""","Guard","11","https://www.acusports.com/sports/womens-basketball/roster/mia-rivers/10400","2024-25","TX","WAC","I",5,6,66,"GUARD",,"GUARD","Graduate Student",0,"College Station HS","COLLEGE STATION, TEXAS","TX","USA","Texas A&M-Kingsville"
2,"Abilene Christian","10395","Carlota Gomez","Junior","Madrid","Spain","IES Ortega y Gasset","Monroe College","5'11""","Forward","12","https://www.acusports.com/sports/womens-basketball/roster/carlota-gomez/10395","2024-25","TX","WAC","I",5,11,71,"FORWARD",,"FORWARD","Junior",0,"IES Ortega y Gasset","MADRID, SPAIN",,"SPAIN","Monroe College"
2,"Abilene Christian","10375","Zoe Jackson","Senior","McKinney","Texas","Allen HS","Butler","5'7""","Guard","13","https://www.acusports.com/sports/womens-basketball/roster/zoe-jackson/10375","2024-25","TX","WAC","I",5,7,67,"GUARD",,"GUARD","Senior",0,"Allen HS","MCKINNEY, TEXAS","TX","USA","Butler"
2,"Abilene Christian","10391","Meredith Mayes","Sophomore","Bixby","Okla","Bixby HS",,"6'2""","Center","14","https://www.acusports.com/sports/womens-basketball/roster/meredith-mayes/10391","2024-25","TX","WAC","I",6,2,74,"CENTER",,"CENTER","Sophomore",0,"Bixby HS","BIXBY, OKLA","OK","USA",
2,"Abilene Christian","10399","Natalia Chavez","Junior","Cochiti","NM.","Volcano Vista HS","University of New Mexico","5'11""","Guard","2","https://www.acusports.com/sports/womens-basketball/roster/natalia-chavez/10399","2024-25","TX","WAC","I",5,11,71,"GUARD",,"GUARD","Junior",0,"Volcano Vista HS","COCHITI, NM","NM","USA","University of New Mexico"
2,"Abilene Christian","10398","Paula Pique","Freshman","Sant Andreu de Llavaneres","Spain","Institut Llavaneres",,"6'1""","Guard","22","https://www.acusports.com/sports/womens-basketball/roster/paula-pique/10398","2024-25","TX","WAC","I",6,1,73,"GUARD",,"GUARD","Freshman",0,"Institut Llavaneres","SANT ANDREU DE LLAVANERES, SPAIN",,"SPAIN",
2,"Abilene Christian","10377","Emma Troxell","Sophomore","Bushland","Texas","Bushland HS",,"5'11""","Forward","24","https://www.acusports.com/sports/womens-basketball/roster/emma-troxell/10377","2024-25","TX","WAC","I",5,11,71,"FORWARD",,"FORWARD","Sophomore",0,"Bushland HS","BUSHLAND, TEXAS","TX","USA",
2,"Abilene Christian","10378","Bella Earle","Senior","Corinth","Texas","Denton Guyer HS",,"5'10""","Guard","3","https://www.acusports.com/sports/womens-basketball/roster/bella-earle/10378","2024-25","TX","WAC","I",5,10,70,"GUARD",,"GUARD","Senior",0,"Denton Guyer HS","CORINTH, TEXAS","TX","USA",
2,"Abilene Christian","10394","Erin Woodson","Sophomore","Richmind","Virginia","Saint Gertrude","Purdue-Fort Wayne","6'0""","Guard","4","https://www.acusports.com/sports/womens-basketball/roster/erin-woodson/10394","2024-25","TX","WAC","I",6,0,72,"GUARD",,"GUARD","Sophomore",0,"Saint Gertrude","RICHMIND, VA","VA","USA","Purdue-Fort Wayne"
2,"Abilene Christian","10397","Aimee Flippen","Freshman","Glen Rose","Texas","Glen Rose High School",,"6'4""","Center","41","https://www.acusports.com/sports/womens-basketball/roster/aimee-flippen/10397","2024-25","TX","WAC","I",6,4,76,"CENTER",,"CENTER","Freshman",0,"Glen Rose High School","GLEN ROSE, TEXAS","TX","USA",
2,"Abilene Christian","10393","Breanna Davis","Junior","Red Oak","Texas","Red Oak HS","North Texas","5'6""","Guard","5","https://www.acusports.com/sports/womens-basketball/roster/breanna-davis/10393","2024-25","TX","WAC","I",5,6,66,"GUARD",,"GUARD","Junior",0,"Red Oak HS","RED OAK, TEXAS","TX","USA","North Texas"
3,"Adelphi","10948","Kaitlyn O'Connell","Senior","Essex","Mass","The Governor's Academy",,"5'2""","Guard","1","https://www.aupanthers.com/sports/womens-basketball/roster/kaitlyn-o-connell/10948","2024-25","NY","NE10","II",5,2,62,"GUARD",,"GUARD","Senior",0,"The Governor's Academy","ESSEX, MASS","MA","USA",
3,"Adelphi","10946","Maura Carney","Senior","Jackson","NJ.","Jackson Liberty",,"5'6""","Guard","10","https://www.aupanthers.com/sports/womens-basketball/roster/maura-carney/10946","2024-25","NY","NE10","II",5,6,66,"GUARD",,"GUARD","Senior",0,"Jackson Liberty","JACKSON, NJ","NJ","USA",
3,"Adelphi","10939","Victoria Morgan","Senior","Liverpool","NY.","Liverpool",,"5'8""","Guard","11","https://www.aupanthers.com/sports/womens-basketball/roster/victoria-morgan/10939","2024-25","NY","NE10","II",5,8,68,"GUARD",,"GUARD","Senior",0,"Liverpool","LIVERPOOL, NY","NY","USA",
3,"Adelphi","10954","Ariana Kupi","Sophomore","Blaubelt","NY.","Tappan Zee (Saint Rose)",,"5'11""","Forward","12","https://www.aupanthers.com/sports/womens-basketball/roster/ariana-kupi/10954","2024-25","NY","NE10","II",5,11,71,"FORWARD",,"FORWARD","Sophomore",0,"Tappan Zee (Saint Rose)","BLAUBELT, NY","NY","USA",
3,"Adelphi","10955","Brooklyn Sanfelippo","Sophomore","Staten Island","NY.","Hoosac School (Queens)",,"6'0""","Forward","13","https://www.aupanthers.com/sports/womens-basketball/roster/brooklyn-sanfelippo/10955","2024-25","NY","NE10","II",6,0,72,"FORWARD",,"FORWARD","Sophomore",0,"Hoosac School (Queens)","STATEN ISLAND, NY","NY","USA",
3,"Adelphi","10941","Rolanda Robinson","Senior","Brooklyn","NY.","Bishop Loughlin",,"5'8""","Guard","14","https://www.aupanthers.com/sports/womens-basketball/roster/rolanda-robinson/10941","2024-25","NY","NE10","II",5,8,68,"GUARD",,"GUARD","Senior",0,"Bishop Loughlin","BROOKLYN, NY","NY","USA",
3,"Adelphi","10951","Christina Sanchez","Junior","Copiague","NY.","Perkiomen School",,"5'7""","Guard","15","https://www.aupanthers.com/sports/womens-basketball/roster/christina-sanchez/10951","2024-25","NY","NE10","II",5,7,67,"GUARD",,"GUARD","Junior",0,"Perkiomen School","COPIAGUE, NY","NY","USA",
3,"Adelphi","10944","Isabella Asencio","Sophomore","Midland Park","NJ.","Immaculate Heart Academy",,"5'4""","Guard","2","https://www.aupanthers.com/sports/womens-basketball/roster/isabella-asencio/10944","2024-25","NY","NE10","II",5,4,64,"GUARD",,"GUARD","Sophomore",0,"Immaculate Heart Academy","MIDLAND PARK, NJ","NJ","USA",
3,"Adelphi","10956","Lateisha Willis","Senior","Nottingham","United Kingdom","Nottingham Academy (Queens)",,"6'0""","Forward","22","https://www.aupanthers.com/sports/womens-basketball/roster/lateisha-willis/10956","2024-25","NY","NE10","II",6,0,72,"FORWARD",,"FORWARD","Senior",0,"Nottingham Academy (Queens)","NOTTINGHAM, UNITED KINGDOM",,"UNITED KINGDOM",
3,"Adelphi","10945","Lauren Beberman","Sophomore","Mahopac","NY.","Mahopac",,"5'11""","Guard/Forward","3","https://www.aupanthers.com/sports/womens-basketball/roster/lauren-beberman/10945","2024-25","NY","NE10","II",5,11,71,"GUARD","FORWARD","GUARD/FORWARD","Sophomore",0,"Mahopac","MAHOPAC, NY","NY","USA",
3,"Adelphi","10957","Gamila Betton","Freshman","Ocean Township","NJ.","Ocean Township",,"6'1""","Forward","33","https://www.aupanthers.com/sports/womens-basketball/roster/gamila-betton/10957","2024-25","NY","NE10","II",6,1,73,"FORWARD",,"FORWARD","Freshman",0,"Ocean Township","OCEAN TOWNSHIP, NJ","NJ","USA",
3,"Adelphi","10952","Me'Challe Cancer","Freshman","Albany","NY.","Millbrook School",,"5'9""","Guard/Forward","4","https://www.aupanthers.com/sports/womens-basketball/roster/me-challe-cancer/10952","2024-25","NY","NE10","II",5,9,69,"GUARD","FORWARD","GUARD/FORWARD","Freshman",0,"Millbrook School","ALBANY, NY","NY","USA",
3,"Adelphi","10950","Sydney Rosenoff","Senior","Dix Hills","NY.","Long Island Lutheran",,"5'9""","Guard","43","https://www.aupanthers.com/sports/womens-basketball/roster/sydney-rosenoff/10950","2024-25","NY","NE10","II",5,9,69,"GUARD",,"GUARD","Senior",0,"Long Island Lutheran","DIX HILLS, NY","NY","USA",
3,"Adelphi","10953","Madison Williams","Freshman","Brandywine","Maryland","Oxon Hill",,"5'9""","Guard","5","https://www.aupanthers.com/sports/womens-basketball/roster/madison-williams/10953","2024-25","NY","NE10","II",5,9,69,"GUARD",,"GUARD","Freshman",0,"Oxon Hill","BRANDYWINE, MD","MD","USA",
5,"Akron",,"Kaia Woods","Sr.","Tiffin","Ohio","Royal Crown Academy","Washington State","5' 3''","G","0","https://gozips.com/sports/womens-basketball/roster/kaia-woods/9136","2024-25","OH","MAC","I",5,3,63,"GUARD",,"GUARD","Senior",0,"Royal Crown Academy","TIFFIN, OHIO","OH","USA","Washington State"
5,"Akron",,"Kyara Bakker","Fr.","Leiderdorp","Netherlands","Orange Lions Academy",,"5' 7''","G","1","https://gozips.com/sports/womens-basketball/roster/kyara-bakker/9154","2024-25","OH","MAC","I",5,7,67,"GUARD",,"GUARD","Freshman",0,"Orange Lions Academy","LEIDERDORP, NETHERLANDS",,"NETHERLANDS",
5,"Akron",,"Maddie Vejsicky","Jr.","New Concord","Ohio","Newark","Virginia Tech/San Diego","6' 0''","G","11","https://gozips.com/sports/womens-basketball/roster/maddie-vejsicky/9157","2024-25","OH","MAC","I",6,0,72,"GUARD",,"GUARD","Junior",0,"Newark","NEW CONCORD, OHIO","OH","USA","Virginia Tech/San Diego"
5,"Akron",,"Liisa Taponen","Jr.","Tampere","Finland","Mäkelänrinteen Upper Secondary School","Illinois","6' 5''","C","14","https://gozips.com/sports/womens-basketball/roster/liisa-taponen/9135","2024-25","OH","MAC","I",6,5,77,"CENTER",,"CENTER","Junior",0,"Mäkelänrinteen Upper Secondary School","TAMPERE, FINLAND",,"FINLAND","Illinois"
5,"Akron",,"Alexus Mobley","Sr.","Indianapolis","Ind","Franklin Central","Danville CC","5' 7''","G","2","https://gozips.com/sports/womens-basketball/roster/alexus-mobley/9132","2024-25","OH","MAC","I",5,7,67,"GUARD",,"GUARD","Senior",0,"Franklin Central","INDIANAPOLIS, IND","IN","USA","Danville CC"
5,"Akron",,"Teniesha Clarke","So.","Burlington","Ontario","AN Meyer Secondary","Niagara Prep","5' 9''","G","22","https://gozips.com/sports/womens-basketball/roster/teniesha-clarke/9131","2024-25","OH","MAC","I",5,9,69,"GUARD",,"GUARD","Sophomore",0,"AN Meyer Secondary","BURLINGTON, ONTARIO",,"CANADA","Niagara Prep"
5,"Akron",,"Zakia Rasheed","Sr.","Avon","Ind","Bishop Chatard",,"5' 8''","G","23","https://gozips.com/sports/womens-basketball/roster/zakia-rasheed/9133","2024-25","OH","MAC","I",5,8,68,"GUARD",,"GUARD","Senior",0,"Bishop Chatard","AVON, IND","IN","USA",
5,"Akron",,"Ella Wigal","So.","Granville","Ohio","IMG Academy","Liberty","6' 0''","G","24","https://gozips.com/sports/womens-basketball/roster/ella-wigal/9159","2024-25","OH","MAC","I",6,0,72,"GUARD",,"GUARD","Sophomore",0,"IMG Academy","GRANVILLE, OHIO","OH","USA","Liberty"
5,"Akron",,"Shelbee Brown","R-Sr.","Memphis","Tenn","White Haven","Northwest Florida/Memphis","5' 11''","F","3","https://gozips.com/sports/womens-basketball/roster/shelbee-brown/9155","2024-25","OH","MAC","I",5,11,71,"FORWARD",,"FORWARD","Senior",1,"White Haven","MEMPHIS, TENN","TN","USA","Northwest Florida/Memphis"
5,"Akron",,"Caroline Lyles","Jr.","Argyle","Texas","Argyle","Tulsa","6' 0''","G","30","https://gozips.com/sports/womens-basketball/roster/caroline-lyles/9160","2024-25","OH","MAC","I",6,0,72,"GUARD",,"GUARD","Junior",0,"Argyle","ARGYLE, TEXAS","TX","USA","Tulsa"
5,"Akron",,"Ni'Rah Clark","Fr.","Toledo","Ohio","Rogers",,"6' 2''","F","33","https://gozips.com/sports/womens-basketball/roster/ni'rah-clark/9137","2024-25","OH","MAC","I",6,2,74,"FORWARD",,"FORWARD","Freshman",0,"Rogers","TOLEDO, OHIO","OH","USA",
5,"Akron",,"Lanae Riley","Jr.","Akron","Ohio","Archbishop Hoban","Washington State","6' 0''","F","34","https://gozips.com/sports/womens-basketball/roster/lanae-riley/9134","2024-25","OH","MAC","I",6,0,72,"FORWARD",,"FORWARD","Junior",0,"Archbishop Hoban","AKRON, OHIO","OH","USA","Washington State"
5,"Akron",,"Kam'Ren Rhodes","Jr.","Chandler","Ariz","Arizona Compass Prep","Illinois","5' 6''","G","4","https://gozips.com/sports/womens-basketball/roster/kam'ren-rhodes/9156","2024-25","OH","MAC","I",5,6,66,"GUARD",,"GUARD","Junior",0,"Arizona Compass Prep","CHANDLER, ARIZ","AZ","USA","Illinois"
5,"Akron",,"Emily Hall","R-Sr.","Phoenix","NY.","Christian Brothers Academy","Hamilton","5' 6''","G","5","https://gozips.com/sports/womens-basketball/roster/emily-hall/9258","2024-25","OH","MAC","I",5,6,66,"GUARD",,"GUARD","Senior",1,"Christian Brothers Academy","PHOENIX, NY","NY","USA","Hamilton"
6,"Alabama A&M","6691","Darian Burgin","Sr.","Cincinnati","Ohio","Walnut Hills HS",,"5-7","G","0","https://aamusports.com/sports/womens-basketball/roster/darian-burgin/6691","2024-25","AL","SWAC","I",5,7,67,"GUARD",,"GUARD","Senior",0,"Walnut Hills HS","CINCINNATI, OHIO","OH","USA",
6,"Alabama A&M","6695","Mailyn Wilkerson","Sr.","Houston","Texas","Summer Creek HS","Arkansas State","5-6","G","1","https://aamusports.com/sports/womens-basketball/roster/mailyn-wilkerson/6695","2024-25","AL","SWAC","I",5,6,66,"GUARD",,"GUARD","Senior",0,"Summer Creek HS","HOUSTON, TEXAS","TX","USA","Arkansas State"
6,"Alabama A&M","6714","Aniya Palmer","So.","LaGrange","Georgia","Troup County HS","Mississippi State/Georgia State","6-1","G","11","https://aamusports.com/sports/womens-basketball/roster/aniya-palmer/6714","2024-25","AL","SWAC","I",6,1,73,"GUARD",,"GUARD","Sophomore",0,"Troup County HS","LAGRANGE, GA","GA","USA","Mississippi State/Georgia State"
6,"Alabama A&M","6699","Tia Harvey","Sr.","Sachse","Texas","Sachse HS","Little Rock","5-9","G","12","https://aamusports.com/sports/womens-basketball/roster/tia-harvey/6699","2024-25","AL","SWAC","I",5,9,69,"GUARD",,"GUARD","Senior",0,"Sachse HS","SACHSE, TEXAS","TX","USA","Little Rock"
6,"Alabama A&M","6698","Coriah Beck","Sr.","Memphis","Tenn","Fayetteville HS","Arkansas-Pine Bluff","5-11","G","15","https://aamusports.com/sports/womens-basketball/roster/coriah-beck/6698","2024-25","AL","SWAC","I",5,11,71,"GUARD",,"GUARD","Senior",0,"Fayetteville HS","MEMPHIS, TENN","TN","USA","Arkansas-Pine Bluff"
6,"Alabama A&M","6700","Jaiyah Harris-Smith","Sr.","Miami","Fla","Norland HS","Little Rock","5-6","G","2","https://aamusports.com/sports/womens-basketball/roster/jaiyah-harris-smith/6700","2024-25","AL","SWAC","I",5,6,66,"GUARD",,"GUARD","Senior",0,"Norland HS","MIAMI, FLA","FL","USA","Little Rock"
6,"Alabama A&M","6713","LaCambria Shakespeare","Sr.","Atlanta","Georgia","Collins Hill HS",,"6-4","C","21","https://aamusports.com/sports/womens-basketball/roster/lacambria-shakespeare/6713","2024-25","AL","SWAC","I",6,4,76,"CENTER",,"CENTER","Senior",0,"Collins Hill HS","ATLANTA, GA","GA","USA",
6,"Alabama A&M","6692","Shelomi Sanders","R-Jr.","Boulder","Colo","Rockwall Heath HS","Colorado","5-6","G","22","https://aamusports.com/sports/womens-basketball/roster/shelomi-sanders/6692","2024-25","AL","SWAC","I",5,6,66,"GUARD",,"GUARD","Junior",1,"Rockwall Heath HS","BOULDER, COLO","CO","USA","Colorado"
6,"Alabama A&M","6694","Maori Davenport","Sr.","Troy","Ala","Charles Henderson HS","Rutgers/Georgia/Arkansas-Pine Bluff","6-5","C","23","https://aamusports.com/sports/womens-basketball/roster/maori-davenport/6694","2024-25","AL","SWAC","I",6,5,77,"CENTER",,"CENTER","Senior",0,"Charles Henderson HS","TROY, ALA","AL","USA","Rutgers/Georgia/Arkansas-Pine Bluff"
6,"Alabama A&M","6693","Lauryn Pendleton","Sr.","Little Rock","Ark","Little Rock Central HS","Arkansas State","5-9","G","24","https://aamusports.com/sports/womens-basketball/roster/lauryn-pendleton/6693","2024-25","AL","SWAC","I",5,9,69,"GUARD",,"GUARD","Senior",0,"Little Rock Central HS","LITTLE ROCK, ARK","AR","USA","Arkansas State"
6,"Alabama A&M","6697","Kalia Walker","Sr.","Alexander","Ark","Bryant HS","Arkansas Baptist/Arkansas-Pine Bluff","5-5","G","25","https://aamusports.com/sports/womens-basketball/roster/kalia-walker/6697","2024-25","AL","SWAC","I",5,5,65,"GUARD",,"GUARD","Senior",0,"Bryant HS","ALEXANDER, ARK","AR","USA","Arkansas Baptist/Arkansas-Pine Bluff"
6,"Alabama A&M","6690","Alisha Wilson","Sr.","LaVerne","Calif","Bonita HS","Academy of Art","6-2","F","3","https://aamusports.com/sports/womens-basketball/roster/alisha-wilson/6690","2024-25","AL","SWAC","I",6,2,74,"FORWARD",,"FORWARD","Senior",0,"Bonita HS","LAVERNE, CALIF","CA","USA","Academy of Art"
6,"Alabama A&M","6696","Kourtney Rittenberry","Sr.","Loganville","Georgia","South Gwinnett HS","Arkansas-Pine Bluff","6-1","G","4","https://aamusports.com/sports/womens-basketball/roster/kourtney-rittenberry/6696","2024-25","AL","SWAC","I",6,1,73,"GUARD",,"GUARD","Senior",0,"South Gwinnett HS","LOGANVILLE, GA","GA","USA","Arkansas-Pine Bluff"
6,"Alabama A&M","6715","Crystianna Whitehead","So.","Cordova","Tenn","Memphis Business Academy","Arkansas-Pine Bluff","5-11","F","5","https://aamusports.com/sports/womens-basketball/roster/crystianna-whitehead/6715","2024-25","AL","SWAC","I",5,11,71,"FORWARD",,"FORWARD","Sophomore",0,"Memphis Business Academy","CORDOVA, TENN","TN","USA","Arkansas-Pine Bluff"
6,"Alabama A&M","6906","Nyla Allen","Gr.","Jacksonville","Fla","Raines HS","Savannah State","5-2","G","8","https://aamusports.com/sports/womens-basketball/roster/nyla-allen/6906","2024-25","AL","SWAC","I",5,2,62,"GUARD",,"GUARD","Graduate Student",0,"Raines HS","JACKSONVILLE, FLA","FL","USA","Savannah State"
7,"Alabama State","8261","Amari Franklin","Junior","Pensacola","Fla","West Florida HS","Bishop State CC","5'8""","G","0","https://www.bamastatesports.com/sports/womens-basketball/roster/amari-franklin/8261","2024-25","AL","SWAC","I",5,8,68,"GUARD",,"GUARD","Junior",0,"West Florida HS","PENSACOLA, FLA","FL","USA","Bishop State CC"
7,"Alabama State","8262","Alanah Pooler","Sophomore","Hoover","Ala","Hoover HS","Shelton State CC","5'11""","F","1","https://www.bamastatesports.com/sports/womens-basketball/roster/alanah-pooler/8262","2024-25","AL","SWAC","I",5,11,71,"FORWARD",,"FORWARD","Sophomore",0,"Hoover HS","HOOVER, ALA","AL","USA","Shelton State CC"
7,"Alabama State","8264","O'Mariyah Tucker","Graduate Student","Ocala","Fla","McEachern HS","Bethune-Cookman","5'11""","F","10","https://www.bamastatesports.com/sports/womens-basketball/roster/o-mariyah-tucker/8264","2024-25","AL","SWAC","I",5,11,71,"FORWARD",,"FORWARD","Graduate Student",0,"McEachern HS","OCALA, FLA","FL","USA","Bethune-Cookman"
7,"Alabama State","8253","Justina Graham","Senior","Long Beach","Calif","Carson Senior HS","Chipola CC","5'11""","F","11","https://www.bamastatesports.com/sports/womens-basketball/roster/justina-graham/8253","2024-25","AL","SWAC","I",5,11,71,"FORWARD",,"FORWARD","Senior",0,"Carson Senior HS","LONG BEACH, CALIF","CA","USA","Chipola College"
7,"Alabama State","8258","Kristian Jackson","Junior","Enterprise","Ala","Enterprise HS",,"5'8""","G","12","https://www.bamastatesports.com/sports/womens-basketball/roster/kristian-jackson/8258","2024-25","AL","SWAC","I",5,8,68,"GUARD",,"GUARD","Junior",0,"Enterprise HS","ENTERPRISE, ALA","AL","USA",
7,"Alabama State","8254","Ashley Gray","Junior","Washington","Georgia","Washington County HS",,"5'10""","G","15","https://www.bamastatesports.com/sports/womens-basketball/roster/ashley-gray/8254","2024-25","AL","SWAC","I",5,10,70,"GUARD",,"GUARD","Junior",0,"Washington County HS","WASHINGTON, GA","GA","USA",
7,"Alabama State","8260","Ryin Tillis","Junior","Atlanta","Georgia","St. Francis HS",,"6'1""","F","2","https://www.bamastatesports.com/sports/womens-basketball/roster/ryin-tillis/8260","2024-25","AL","SWAC","I",6,1,73,"FORWARD",,"FORWARD","Junior",0,"St. Francis HS","ATLANTA, GA","GA","USA",
7,"Alabama State","8256","Cordasia Harris","Graduate Student","Mobile","Ala","Central HS","Bishop State CC","6'1""","F","20","https://www.bamastatesports.com/sports/womens-basketball/roster/cordasia-harris/8256","2024-25","AL","SWAC","I",6,1,73,"FORWARD",,"FORWARD","Graduate Student",0,"Central HS","MOBILE, ALA","AL","USA","Bishop State CC"
7,"Alabama State","8265","Emani Wofford","Junior","Nashville","Tenn","East Nashville Magnet","Lawson State CC","5'7""","G","22","https://www.bamastatesports.com/sports/womens-basketball/roster/emani-wofford/8265","2024-25","AL","SWAC","I",5,7,67,"GUARD",,"GUARD","Junior",0,"East Nashville Magnet","NASHVILLE, TENN","TN","USA","Lawson State CC"
7,"Alabama State","8266","Taylor Smith","Senior","Fosters","Ala","Sipsey Valley HS","Shelton State/Alabama A&M","5'5""","G","23","https://www.bamastatesports.com/sports/womens-basketball/roster/taylor-smith/8266","2024-25","AL","SWAC","I",5,5,65,"GUARD",,"GUARD","Senior",0,"Sipsey Valley HS","FOSTERS, ALA","AL","USA","Shelton State/Alabama A&M"
7,"Alabama State","8267","Samiah Puckett","Sophomore","Griffin","Georgia","Griffin HS","East Tennnessee State","6'2""","F","24","https://www.bamastatesports.com/sports/womens-basketball/roster/samiah-puckett/8267","2024-25","AL","SWAC","I",6,2,74,"FORWARD",,"FORWARD","Sophomore",0,"Griffin HS","GRIFFIN, GA","GA","USA","East Tennnessee State"
7,"Alabama State","8257","April Hooks","Sophomore","Trussville","Ala","Hewitt-Trussville HS",,"5'8""","G","3","https://www.bamastatesports.com/sports/womens-basketball/roster/april-hooks/8257","2024-25","AL","SWAC","I",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Hewitt-Trussville HS","TRUSSVILLE, ALA","AL","USA",
7,"Alabama State","8255","Anaja Hall","Sophomore","Atlanta","Georgia","St. Francis HS",,"6'5""","C","30","https://www.bamastatesports.com/sports/womens-basketball/roster/anaja-hall/8255","2024-25","AL","SWAC","I",6,5,77,"CENTER",,"CENTER","Sophomore",0,"St. Francis HS","ATLANTA, GA","GA","USA",
7,"Alabama State","8263","Kaitlyn Bryant","Junior","Opelika","Ala","Opelika HS","Chipola CC","6'0""","F","4","https://www.bamastatesports.com/sports/womens-basketball/roster/kaitlyn-bryant/8263","2024-25","AL","SWAC","I",6,0,72,"FORWARD",,"FORWARD","Junior",0,"Opelika HS","OPELIKA, ALA","AL","USA","Chipola College"
7,"Alabama State","8259","Camariyana Tavares","Sophomore","Murfreesboro","Tenn","Rockvale HS",,"6'3""","C","42","https://www.bamastatesports.com/sports/womens-basketball/roster/camariyana-tavares/8259","2024-25","AL","SWAC","I",6,3,75,"CENTER",,"CENTER","Sophomore",0,"Rockvale HS","MURFREESBORO, TENN","TN","USA",
7,"Alabama State","8252","Solangelei Akridge","Sophomore","Spring Valley","Calif","Mater Dei Catholic HS",,"5'8""","G","5","https://www.bamastatesports.com/sports/womens-basketball/roster/solangelei-akridge/8252","2024-25","AL","SWAC","I",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Mater Dei Catholic HS","SPRING VALLEY, CALIF","CA","USA",
8,"Alabama","12596","Christabel Ezumah","Gr.","Sugar Hill","Georgia","Lanier",,"6'2""","Forward","1","https://rolltide.com/sports/womens-basketball/roster/christabel-ezumah/12596","2024-25","AL","SEC","I",6,2,74,"FORWARD",,"FORWARD","Graduate Student",0,"Lanier","SUGAR HILL, GA","GA","USA",
8,"Alabama","12042","JeAnna Cunningham","Gr.","Long Island","NY.","St. Francis Prep",,"6'5""","Center","13","https://rolltide.com/sports/womens-basketball/roster/jeanna-cunningham/12042","2024-25","AL","SEC","I",6,5,77,"CENTER",,"CENTER","Graduate Student",0,"St. Francis Prep","LONG ISLAND, NY","NY","USA",
8,"Alabama","12598","Zaay Green","Gr.","Duncanville","Texas","Arkansas Pine Bluff",,"6'2""","Guard","14","https://rolltide.com/sports/womens-basketball/roster/zaay-green/12598","2024-25","AL","SEC","I",6,2,74,"GUARD",,"GUARD","Graduate Student",0,"Arkansas Pine Bluff","DUNCANVILLE, TEXAS","TX","USA",
8,"Alabama","12593","Chloe Spreen","Fr.","Bedford","Ind","Bedford North Lawrence",,"5'10""","Guard","2","https://rolltide.com/sports/womens-basketball/roster/chloe-spreen/12593","2024-25","AL","SEC","I",5,10,70,"GUARD",,"GUARD","Freshman",0,"Bedford North Lawrence","BEDFORD, IND","IN","USA",
8,"Alabama","12597","Diana Collins","So.","Lilburn","Georgia","Ohio State",,"5'9""","Guard","20","https://rolltide.com/sports/womens-basketball/roster/diana-collins/12597","2024-25","AL","SEC","I",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Ohio State","LILBURN, GA","GA","USA",
8,"Alabama","12041","Essence Cody","So.","Valdosta","Georgia","Valdosta High School",,"6'4""","Forward","21","https://rolltide.com/sports/womens-basketball/roster/essence-cody/12041","2024-25","AL","SEC","I",6,4,76,"FORWARD",,"FORWARD","Sophomore",0,"Valdosta High School","VALDOSTA, GA","GA","USA",
8,"Alabama","12047","Karly Weathers","Jr.","Loretto","Tenn","Loretto High School",,"5'11""","Guard","22","https://rolltide.com/sports/womens-basketball/roster/karly-weathers/12047","2024-25","AL","SEC","I",5,11,71,"GUARD",,"GUARD","Junior",0,"Loretto High School","LORETTO, TENN","TN","USA",
8,"Alabama","12046","Jessica Timmons","Sr.","Charlotte","NC.","Independence",,"5'8""","Guard","23","https://rolltide.com/sports/womens-basketball/roster/jessica-timmons/12046","2024-25","AL","SEC","I",5,8,68,"GUARD",,"GUARD","Senior",0,"Independence","CHARLOTTE, NC","NC","USA",
8,"Alabama","12595","Leah Brooks","Fr.","Toney","Ala","Hazel Green",,"6'3""","Forward","24","https://rolltide.com/sports/womens-basketball/roster/leah-brooks/12595","2024-25","AL","SEC","I",6,3,75,"FORWARD",,"FORWARD","Freshman",0,"Hazel Green","TONEY, ALA","AL","USA",
8,"Alabama","12040","Sarah Ashlee Barker","Gr.","Birmingham","Ala","Spain Park High School",,"6'0""","Guard","3","https://rolltide.com/sports/womens-basketball/roster/sarah-ashlee-barker/12040","2024-25","AL","SEC","I",6,0,72,"GUARD",,"GUARD","Graduate Student",0,"Spain Park High School","BIRMINGHAM, ALA","AL","USA",
8,"Alabama","12044","Naomi Jones","So.","Jackson","Ala","Jackson High School",,"6'4""","Forward","31","https://rolltide.com/sports/womens-basketball/roster/naomi-jones/12044","2024-25","AL","SEC","I",6,4,76,"FORWARD",,"FORWARD","Sophomore",0,"Jackson High School","JACKSON, ALA","AL","USA",
