"ncaa_id","team","player_id","name","year","hometown","homestate","high_school","previous_school","height_clean","position","jersey","url","season","team_state","conference","division","height_ft","height_in","total_inches","primary_position","secondary_position","position_clean","year_clean","redshirt","hs_clean","hometown_clean","state_clean","country_clean","previous_school_clean"
341,"La Verne","7963","Te' Limon","Sophomore","Needles","California","Needles",,"5'9""","G","24","https://www.leopardathletics.com/sports/womens-basketball/roster/te-limon/7963","2024-25","CA","SCIAC","III",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Needles","NEEDLES, CA","CA","USA",
341,"La Verne","7956","Chiara Brown","Senior","Fremont","California","American","College of San Mateo","5'11""","F","25","https://www.leopardathletics.com/sports/womens-basketball/roster/chiara-brown/7956","2024-25","CA","SCIAC","III",5,11,71,"FORWARD",,"FORWARD","Senior",0,"American","FREMONT, CA","CA","USA","College of San Mateo"
341,"La Verne","8030","Belen Ramirez","Freshman","Cudahy","California","Santa Fe",,"5'5""","G","3","https://www.leopardathletics.com/sports/womens-basketball/roster/belen-ramirez/8030","2024-25","CA","SCIAC","III",5,5,65,"GUARD",,"GUARD","Freshman",0,"Santa Fe","CUDAHY, CA","CA","USA",
341,"La Verne","8019","Cayla Harang","Freshman","Los Angeles","California","Mountain House",,"6'0""","F","30","https://www.leopardathletics.com/sports/womens-basketball/roster/cayla-harang/8019","2024-25","CA","SCIAC","III",6,0,72,"FORWARD",,"FORWARD","Freshman",0,"Mountain House","LOS ANGELES, CA","CA","USA",
341,"La Verne","8029","Allison McGill","Freshman","Ontario","California","San Dimas",,"5'10""","G","31","https://www.leopardathletics.com/sports/womens-basketball/roster/allison-mcgill/8029","2024-25","CA","SCIAC","III",5,10,70,"GUARD",,"GUARD","Freshman",0,"San Dimas","ONTARIO, CA","CA","USA",
341,"La Verne","7971","Aerin Wiggins","Senior","Helendale","California","Academy of Careers and Exploration",,"5'6""","G/F","33","https://www.leopardathletics.com/sports/womens-basketball/roster/aerin-wiggins/7971","2024-25","CA","SCIAC","III",5,6,66,"GUARD","FORWARD","GUARD/FORWARD","Senior",0,"Academy of Careers and Exploration","HELENDALE, CA","CA","USA",
341,"La Verne","7970","Aatilah Watkins","Senior","Hughson","California","Hughson","Lassen Community College","5'9""","F","34","https://www.leopardathletics.com/sports/womens-basketball/roster/aatilah-watkins/7970","2024-25","CA","SCIAC","III",5,9,69,"FORWARD",,"FORWARD","Senior",0,"Hughson","HUGHSON, CA","CA","USA","Lassen Community College"
341,"La Verne","7973","Laila Williams","Sophomore","Temple City","California","Bishop Amat",,"5'9""","F","36","https://www.leopardathletics.com/sports/womens-basketball/roster/laila-williams/7973","2024-25","CA","SCIAC","III",5,9,69,"FORWARD",,"FORWARD","Sophomore",0,"Bishop Amat","TEMPLE CITY, CA","CA","USA",
341,"La Verne","8022","Marina Interiano","Freshman","Whittier","California","Pioneer",,"5'6""","G","44","https://www.leopardathletics.com/sports/womens-basketball/roster/marina-interiano/8022","2024-25","CA","SCIAC","III",5,6,66,"GUARD",,"GUARD","Freshman",0,"Pioneer","WHITTIER, CA","CA","USA",
341,"La Verne","7967","Kristal Sullivan","Junior","Las Vegas","Nevada","Calvary Chapel",,"6'0""","C","45","https://www.leopardathletics.com/sports/womens-basketball/roster/kristal-sullivan/7967","2024-25","CA","SCIAC","III",6,0,72,"CENTER",,"CENTER","Junior",0,"Calvary Chapel","LAS VEGAS, NV","NV","USA",
341,"La Verne","8020","Josslyn Calizo","Freshman","Henderson","Nevada","Liberty",,"5'6""","PG","5","https://www.leopardathletics.com/sports/womens-basketball/roster/josslyn-calizo/8020","2024-25","CA","SCIAC","III",5,6,66,"GUARD",,"GUARD","Freshman",0,"Liberty","HENDERSON, NV","NV","USA",
341,"La Verne","8023","Fiyona Haile","Freshman","La Mirada","California","St. Paul",,"5'8""","F","6","https://www.leopardathletics.com/sports/womens-basketball/roster/fiyona-haile/8023","2024-25","CA","SCIAC","III",5,8,68,"FORWARD",,"FORWARD","Freshman",0,"St. Paul","LA MIRADA, CA","CA","USA",
341,"La Verne","8024","Caydance Hook","Freshman","Carlsbad","California","Carlsbad",,"5'8""","F","7","https://www.leopardathletics.com/sports/womens-basketball/roster/caydance-hook/8024","2024-25","CA","SCIAC","III",5,8,68,"FORWARD",,"FORWARD","Freshman",0,"Carlsbad","CARLSBAD, CA","CA","USA",
342,"Lafayette","12538","Talia Zurinskas","Freshman","Allentown","Pennsylvania","Parkland",,"5'7""","Guard","0","https://www.goleopards.com/sports/womens-basketball/roster/talia-zurinskas/12538","2024-25","PA","Patriot","I",5,7,67,"GUARD",,"GUARD","Freshman",0,"Parkland","ALLENTOWN, PA","PA","USA",
342,"Lafayette","12529","Abby Antognoli","Senior","Bay Head","NJ.","Saint Rose",,"5'7""","Guard","1","https://www.goleopards.com/sports/womens-basketball/roster/abby-antognoli/12529","2024-25","PA","Patriot","I",5,7,67,"GUARD",,"GUARD","Senior",0,"Saint Rose","BAY HEAD, NJ","NJ","USA",
342,"Lafayette","12531","Tasha Chudy","Sophomore","Saratoga Springs","NY.","Saratoga Springs",,"6'2""","Forward","10","https://www.goleopards.com/sports/womens-basketball/roster/tasha-chudy/12531","2024-25","PA","Patriot","I",6,2,74,"FORWARD",,"FORWARD","Sophomore",0,"Saratoga Springs","SARATOGA SPRINGS, NY","NY","USA",
342,"Lafayette","12541","Mingaile Urmuleviciute","Junior","Kaunas","Lithuania","Trinity Collegiate (S.C.)",,"6'3""","Forward","11","https://www.goleopards.com/sports/womens-basketball/roster/mingaile-urmuleviciute/12541","2024-25","PA","Patriot","I",6,3,75,"FORWARD",,"FORWARD","Junior",0,"Trinity Collegiate (S.C.)","KAUNAS, LITHUANIA",,"LITHUANIA",
342,"Lafayette","12534","Teresa Kiewiet","Sophomore","North Mankato","Minn","Mankato West",,"5'10""","Guard","12","https://www.goleopards.com/sports/womens-basketball/roster/teresa-kiewiet/12534","2024-25","PA","Patriot","I",5,10,70,"GUARD",,"GUARD","Sophomore",0,"Mankato West","NORTH MANKATO, MINN","MN","USA",
342,"Lafayette","12532","Kay Donahue","Junior","Belle Mead","NJ.","Montgomery High School",,"5'10""","Guard","15","https://www.goleopards.com/sports/womens-basketball/roster/kay-donahue/12532","2024-25","PA","Patriot","I",5,10,70,"GUARD",,"GUARD","Junior",0,"Montgomery High School","BELLE MEAD, NJ","NJ","USA",
342,"Lafayette","12536","Emma Shields","Junior","Troy","NY.","Emma Willard School",,"6'3""","Forward","2","https://www.goleopards.com/sports/womens-basketball/roster/emma-shields/12536","2024-25","PA","Patriot","I",6,3,75,"FORWARD",,"FORWARD","Junior",0,"Emma Willard School","TROY, NY","NY","USA",
342,"Lafayette","12540","Rosie Scognamiglio","Sophomore","Bradley Beach","NJ.","Saint Rose",,"5'10""","Guard","22","https://www.goleopards.com/sports/womens-basketball/roster/rosie-scognamiglio/12540","2024-25","PA","Patriot","I",5,10,70,"GUARD",,"GUARD","Sophomore",0,"Saint Rose","BRADLEY BEACH, NJ","NJ","USA",
342,"Lafayette","12539","Jordyn Mays","Freshman","Richmond","Texas","William B. Travis",,"6'2""","Forward","23","https://www.goleopards.com/sports/womens-basketball/roster/jordyn-mays/12539","2024-25","PA","Patriot","I",6,2,74,"FORWARD",,"FORWARD","Freshman",0,"William B. Travis","RICHMOND, TEXAS","TX","USA",
342,"Lafayette","12535","Sauda Ntaconayigize","Junior","Quebec","Canada","Champlain College",,"5'11""","Guard","24","https://www.goleopards.com/sports/womens-basketball/roster/sauda-ntaconayigize/12535","2024-25","PA","Patriot","I",5,11,71,"GUARD",,"GUARD","Junior",0,"Champlain College","QUEBEC, CANADA",,"CANADA",
342,"Lafayette","12537","Halee Smith","Senior","Alexandria","Pennsylvania","Juniata Valley/Quinnipiac",,"5'10""","Guard","32","https://www.goleopards.com/sports/womens-basketball/roster/halee-smith/12537","2024-25","PA","Patriot","I",5,10,70,"GUARD",,"GUARD","Senior",0,"Juniata Valley/Quinnipiac","ALEXANDRIA, PA","PA","USA",
342,"Lafayette","12533","Kylie Favours","Senior","Old Bridge","NJ.","Rutgers Prep",,"5'9""","Guard","4","https://www.goleopards.com/sports/womens-basketball/roster/kylie-favours/12533","2024-25","PA","Patriot","I",5,9,69,"GUARD",,"GUARD","Senior",0,"Rutgers Prep","OLD BRIDGE, NJ","NJ","USA",
342,"Lafayette","12530","Brynn Beffert","Sophomore","Hutchinson","Minn","Hutchinson",,"6'1""","Forward","44","https://www.goleopards.com/sports/womens-basketball/roster/brynn-beffert/12530","2024-25","PA","Patriot","I",6,1,73,"FORWARD",,"FORWARD","Sophomore",0,"Hutchinson","HUTCHINSON, MINN","MN","USA",
344,"Lake Forest","6865","Peyton Davidson","Senior","Sammamish","Wash","Eastlake",,"5'9""","G","11","https://www.goforesters.com/sports/womens-basketball/roster/peyton-davidson/6865","2024-25","IL","MWC","III",5,9,69,"GUARD",,"GUARD","Senior",0,"Eastlake","SAMMAMISH, WASH","WA","USA",
344,"Lake Forest","6863","Rebecca Christodoulou","Senior","Nicosia","Cyprus","The Grammar School",,"5'9""","G","12","https://www.goforesters.com/sports/womens-basketball/roster/rebecca-christodoulou/6863","2024-25","IL","MWC","III",5,9,69,"GUARD",,"GUARD","Senior",0,"The Grammar School","NICOSIA, CYPRUS",,"CYPRUS",
344,"Lake Forest","6870","Anika Kinnear","Sophomore","Lake Mary","Fla","Lake Mary",,"5'9""","G","14","https://www.goforesters.com/sports/womens-basketball/roster/anika-kinnear/6870","2024-25","IL","MWC","III",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Lake Mary","LAKE MARY, FLA","FL","USA",
344,"Lake Forest","6875","Jamie Springstead","Junior","Bradenton","Fla","Saint Stephens Episcopal",,"5'7""","G","21","https://www.goforesters.com/sports/womens-basketball/roster/jamie-springstead/6875","2024-25","IL","MWC","III",5,7,67,"GUARD",,"GUARD","Junior",0,"Saint Stephens Episcopal","BRADENTON, FLA","FL","USA",
344,"Lake Forest","6873","Chrystiana Pagonis","Junior","Geneva","Ill","Geneva",,"5'11""","F","25","https://www.goforesters.com/sports/womens-basketball/roster/chrystiana-pagonis/6873","2024-25","IL","MWC","III",5,11,71,"FORWARD",,"FORWARD","Junior",0,"Geneva","GENEVA, ILL","IL","USA",
344,"Lake Forest","6866","Mia deGrasse","Sophomore","Palatine","Ill","Willows Academy",,"5'6""","G","3","https://www.goforesters.com/sports/womens-basketball/roster/mia-degrasse/6866","2024-25","IL","MWC","III",5,6,66,"GUARD",,"GUARD","Sophomore",0,"Willows Academy","PALATINE, ILL","IL","USA",
344,"Lake Forest","6874","Emmy Punches","Senior","Burlingame","Kan","Burlingame",,"5'9""","F","32","https://www.goforesters.com/sports/womens-basketball/roster/emmy-punches/6874","2024-25","IL","MWC","III",5,9,69,"FORWARD",,"FORWARD","Senior",0,"Burlingame","BURLINGAME, KAN","KS","USA",
344,"Lake Forest","6867","Brooke Gallis","Sophomore","Kernville","Calif","Kern Valley",,"6'0""","C","33","https://www.goforesters.com/sports/womens-basketball/roster/brooke-gallis/6867","2024-25","IL","MWC","III",6,0,72,"CENTER",,"CENTER","Sophomore",0,"Kern Valley","KERNVILLE, CALIF","CA","USA",
344,"Lake Forest","6864","Rylie Crecelius","Junior","O'Fallon","Missouri","Fort Zumwalt West",,"5'10""","F","34","https://www.goforesters.com/sports/womens-basketball/roster/rylie-crecelius/6864","2024-25","IL","MWC","III",5,10,70,"FORWARD",,"FORWARD","Junior",0,"Fort Zumwalt West","O'FALLON, MO","MO","USA",
344,"Lake Forest","6869","Alyssa Jones","Sophomore","Plainfield","Ill","Plainfield South",,"5'11""","C","42","https://www.goforesters.com/sports/womens-basketball/roster/alyssa-jones/6869","2024-25","IL","MWC","III",5,11,71,"CENTER",,"CENTER","Sophomore",0,"Plainfield South","PLAINFIELD, ILL","IL","USA",
344,"Lake Forest","6861","Careah Baitlon","Sophomore","Kapolei","Hawaii","Hawaii Baptist Academy",,"5'2""","G","5","https://www.goforesters.com/sports/womens-basketball/roster/careah-baitlon/6861","2024-25","IL","MWC","III",5,2,62,"GUARD",,"GUARD","Sophomore",0,"Hawaii Baptist Academy","KAPOLEI, HAWAII","HI","USA",
344,"Lake Forest","6872","Peyton Noles","Senior","Thornton","Colo","Horizon",,"6'0""","C","52","https://www.goforesters.com/sports/womens-basketball/roster/peyton-noles/6872","2024-25","IL","MWC","III",6,0,72,"CENTER",,"CENTER","Senior",0,"Horizon","THORNTON, COLO","CO","USA",
345,"Lake Superior St.","3218","Gracey Metz","JR","Hartland","Mich","Hartland High School",,"6-0","G","10","https://lssulakers.com/sports/womens-basketball/roster/gracey-metz/3218","2024-25","MI","GLIAC","II",6,0,72,"GUARD",,"GUARD","Junior",0,"Hartland High School","HARTLAND, MICH","MI","USA",
345,"Lake Superior St.","3221","Amanda Roach","JR","Hartland","Mich","Hartland High School",,"5-6","G","11","https://lssulakers.com/sports/womens-basketball/roster/amanda-roach/3221","2024-25","MI","GLIAC","II",5,6,66,"GUARD",,"GUARD","Junior",0,"Hartland High School","HARTLAND, MICH","MI","USA",
345,"Lake Superior St.","3217","CeCe Hacker","SR","Omaha","Neb","Marian High School",,"5-6","G","12","https://lssulakers.com/sports/womens-basketball/roster/cece-hacker/3217","2024-25","MI","GLIAC","II",5,6,66,"GUARD",,"GUARD","Senior",0,"Marian High School","OMAHA, NEB","NE","USA",
345,"Lake Superior St.","3215","Makenna Clement","SO","Byron","Mich","Lake Fenton High School",,"6-0","F","13","https://lssulakers.com/sports/womens-basketball/roster/makenna-clement/3215","2024-25","MI","GLIAC","II",6,0,72,"FORWARD",,"FORWARD","Sophomore",0,"Lake Fenton High School","BYRON, MICH","MI","USA",
345,"Lake Superior St.","3216","Breah Golden","SO","Arcadia","Wis","Arcadia High School",,"5-8","F","14","https://lssulakers.com/sports/womens-basketball/roster/breah-golden/3216","2024-25","MI","GLIAC","II",5,8,68,"FORWARD",,"FORWARD","Sophomore",0,"Arcadia High School","ARCADIA, WIS","WI","USA",
345,"Lake Superior St.","3230","Malia Thelen","FR","Portland","Mich","Portland High School",,"5-6","G","15","https://lssulakers.com/sports/womens-basketball/roster/malia-thelen/3230","2024-25","MI","GLIAC","II",5,6,66,"GUARD",,"GUARD","Freshman",0,"Portland High School","PORTLAND, MICH","MI","USA",
345,"Lake Superior St.","3223","Taylor Stacy","SR","Toledo","Ohio","Northview High School",,"5-8","G","2","https://lssulakers.com/sports/womens-basketball/roster/taylor-stacy/3223","2024-25","MI","GLIAC","II",5,8,68,"GUARD",,"GUARD","Senior",0,"Northview High School","TOLEDO, OHIO","OH","USA",
345,"Lake Superior St.","3220","Lena Pleaugh","SO","Gwinn","Mich","Gwinn High School",,"5-5","G","20","https://lssulakers.com/sports/womens-basketball/roster/lena-pleaugh/3220","2024-25","MI","GLIAC","II",5,5,65,"GUARD",,"GUARD","Sophomore",0,"Gwinn High School","GWINN, MICH","MI","USA",
345,"Lake Superior St.","3228","Katelyn Baney","FR","Paw Paw","Mich","Paw Paw High School",,"6-2","F","21","https://lssulakers.com/sports/womens-basketball/roster/katelyn-baney/3228","2024-25","MI","GLIAC","II",6,2,74,"FORWARD",,"FORWARD","Freshman",0,"Paw Paw High School","PAW PAW, MICH","MI","USA",
345,"Lake Superior St.","3226","Ryleigh Zinn","SO","Genesee","Mich","Genesee High School",,"5-11","G","22","https://lssulakers.com/sports/womens-basketball/roster/ryleigh-zinn/3226","2024-25","MI","GLIAC","II",5,11,71,"GUARD",,"GUARD","Sophomore",0,"Genesee High School","GENESEE, MICH","MI","USA",
345,"Lake Superior St.","3214","Maddie Bradford","SO","Maple City","Mich","Glen Lake High School",,"6-1","F","23","https://lssulakers.com/sports/womens-basketball/roster/maddie-bradford/3214","2024-25","MI","GLIAC","II",6,1,73,"FORWARD",,"FORWARD","Sophomore",0,"Glen Lake High School","MAPLE CITY, MICH","MI","USA",
345,"Lake Superior St.","3225","Jaden Wilder","SR","Manton","Mich","Manton High School",,"5-7","G","24","https://lssulakers.com/sports/womens-basketball/roster/jaden-wilder/3225","2024-25","MI","GLIAC","II",5,7,67,"GUARD",,"GUARD","Senior",0,"Manton High School","MANTON, MICH","MI","USA",
345,"Lake Superior St.","3231","Lauren Wilder","FR","Manton","Mich","Manton High School",,"5-9","G","25","https://lssulakers.com/sports/womens-basketball/roster/lauren-wilder/3231","2024-25","MI","GLIAC","II",5,9,69,"GUARD",,"GUARD","Freshman",0,"Manton High School","MANTON, MICH","MI","USA",
345,"Lake Superior St.","3229","Taylor Clarey","FR","Rochester","Minn","Century High School",,"5-7","G","3","https://lssulakers.com/sports/womens-basketball/roster/taylor-clarey/3229","2024-25","MI","GLIAC","II",5,7,67,"GUARD",,"GUARD","Freshman",0,"Century High School","ROCHESTER, MINN","MN","USA",
345,"Lake Superior St.","3213","Grace Bradford","JR","Glen Arbor","Mich","Glen Lake High School",,"6-0","F","30","https://lssulakers.com/sports/womens-basketball/roster/grace-bradford/3213","2024-25","MI","GLIAC","II",6,0,72,"FORWARD",,"FORWARD","Junior",0,"Glen Lake High School","GLEN ARBOR, MICH","MI","USA",
345,"Lake Superior St.","3219","Iara Navarro","SR","Parana","Entre Rios, Argentina","Colegio Plaza Mayor",,"6-2","C","32","https://lssulakers.com/sports/womens-basketball/roster/iara-navarro/3219","2024-25","MI","GLIAC","II",6,2,74,"CENTER",,"CENTER","Senior",0,"Colegio Plaza Mayor","PARANA, ENTRE RIOS, ARGENTINA",,"ARGENTINA",
345,"Lake Superior St.","3222","Layne Sleight","SO","Jackson","Mich","Northwest High School",,"5-7","G","4","https://lssulakers.com/sports/womens-basketball/roster/layne-sleight/3222","2024-25","MI","GLIAC","II",5,7,67,"GUARD",,"GUARD","Sophomore",0,"Northwest High School","JACKSON, MICH","MI","USA",
345,"Lake Superior St.","3227","DeDe Smith","SO","Flint","Mich","Carman-Ainsworth High School",,"5-7","G","5","https://lssulakers.com/sports/womens-basketball/roster/dede-smith/3227","2024-25","MI","GLIAC","II",5,7,67,"GUARD",,"GUARD","Sophomore",0,"Carman-Ainsworth High School","FLINT, MICH","MI","USA",
346,"Lamar","21445","T'Aaliyah Miner","Sr.-1L","New Orleans","Louisiana","Kennedy HS","Moberly Area CC","5-11","G/F","0","https://lamarcardinals.com/sports/womens-basketball/roster/t-aaliyah-miner/21445","2024-25","TX","Southland","I",5,11,71,"GUARD","FORWARD","GUARD/FORWARD","Senior",0,"Kennedy HS","NEW ORLEANS, LA","LA","USA","Moberly Area CC"
346,"Lamar","21440","Jacei Denley","So.-1L","Beaumont","Texas","West Brook HS",,"5-7","G","1","https://lamarcardinals.com/sports/womens-basketball/roster/jacei-denley/21440","2024-25","TX","Southland","I",5,7,67,"GUARD",,"GUARD","Sophomore",0,"West Brook HS","BEAUMONT, TEXAS","TX","USA",
346,"Lamar","21443","Taliah Hill","Sr.-3L","Arlington","Texas","Arlington Martin HS",,"6-0","F","13","https://lamarcardinals.com/sports/womens-basketball/roster/taliah-hill/21443","2024-25","TX","Southland","I",6,0,72,"FORWARD",,"FORWARD","Senior",0,"Arlington Martin HS","ARLINGTON, TEXAS","TX","USA",
346,"Lamar","21449","Justice Ross","Gr.-TR","Des Moines","Iowa","Des Moines East","New Orleans","6-0","G/F","20","https://lamarcardinals.com/sports/womens-basketball/roster/justice-ross/21449","2024-25","TX","Southland","I",6,0,72,"GUARD","FORWARD","GUARD/FORWARD","Graduate Student",0,"Des Moines East","DES MOINES, IOWA","IA","USA","New Orleans"
346,"Lamar","21447","NJ Weems","Gr.-TR","Minneapolis","Minn","De La Salle HS","Moberly Area CC","6-1","F","22","https://lamarcardinals.com/sports/womens-basketball/roster/nj-weems/21447","2024-25","TX","Southland","I",6,1,73,"FORWARD",,"FORWARD","Graduate Student",0,"De La Salle HS","MINNEAPOLIS, MINN","MN","USA","Moberly Area CC"
346,"Lamar","21442","Bebe Galloway","Gr.-4L","Galveston","Texas","Ball",,"5-11","C","25","https://lamarcardinals.com/sports/womens-basketball/roster/bebe-galloway/21442","2024-25","TX","Southland","I",5,11,71,"CENTER",,"CENTER","Graduate Student",0,"Ball","GALVESTON, TEXAS","TX","USA",
346,"Lamar","21439","Sabria Dean","Gr.-3L","Mineola","Texas","Mineola HS",,"5-7","G","3","https://lamarcardinals.com/sports/womens-basketball/roster/sabria-dean/21439","2024-25","TX","Southland","I",5,7,67,"GUARD",,"GUARD","Graduate Student",0,"Mineola HS","MINEOLA, TEXAS","TX","USA",
346,"Lamar","21446","R'Mani Taylor","Jr.-2L","Houston","Texas","Shadow Creek",,"5-6","G","30","https://lamarcardinals.com/sports/womens-basketball/roster/r-mani-taylor/21446","2024-25","TX","Southland","I",5,6,66,"GUARD",,"GUARD","Junior",0,"Shadow Creek","HOUSTON, TEXAS","TX","USA",
346,"Lamar","21448","Kamryn Wilson","Fr.","Grand Prairie","Texas","Mansfield Timberview",,"5-9","G","4","https://lamarcardinals.com/sports/womens-basketball/roster/kamryn-wilson/21448","2024-25","TX","Southland","I",5,9,69,"GUARD",,"GUARD","Freshman",0,"Mansfield Timberview","GRAND PRAIRIE, TEXAS","TX","USA",
346,"Lamar","21438","Akasha Davis","Sr.-3L","Wylie","Texas","Wylie East HS",,"6-2","F/C","41","https://lamarcardinals.com/sports/womens-basketball/roster/akasha-davis/21438","2024-25","TX","Southland","I",6,2,74,"FORWARD","CENTER","FORWARD/CENTER","Senior",0,"Wylie East HS","WYLIE, TEXAS","TX","USA",
346,"Lamar","21441","Cameron Dill","So.-1L","Beaumont","Texas","Beaumont United HS",,"5-8","G","5","https://lamarcardinals.com/sports/womens-basketball/roster/cameron-dill/21441","2024-25","TX","Southland","I",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Beaumont United HS","BEAUMONT, TEXAS","TX","USA",
346,"Lamar","21451","KJ Walker","Jr.-TR","Ft. Worth","Texas","Timber Creek","Hill College","5-8","G","8","https://lamarcardinals.com/sports/womens-basketball/roster/kj-walker/21451","2024-25","TX","Southland","I",5,8,68,"GUARD",,"GUARD","Junior",0,"Timber Creek","FT WORTH, TEXAS","TX","USA","Hill College"
348,"Lawrence","3597","Josie Eager","Junior","Mendota","Ill","Marquette Academy",,"5'5""","Guard","1","https://vikings.lawrence.edu/sports/womens-basketball/roster/josie-eager/3597","2024-25","WI","MWC","III",5,5,65,"GUARD",,"GUARD","Junior",0,"Marquette Academy","MENDOTA, ILL","IL","USA",
348,"Lawrence","3606","Caroline Sharpe","Senior","Gurnee","Ill","Warren Township",,"5'7""","Guard","10","https://vikings.lawrence.edu/sports/womens-basketball/roster/caroline-sharpe/3606","2024-25","WI","MWC","III",5,7,67,"GUARD",,"GUARD","Senior",0,"Warren Township","GURNEE, ILL","IL","USA",
348,"Lawrence","3595","Charlotte Brennan","Sophomore","Firestone","Colo","Mead",,"5'5""","Guard","11","https://vikings.lawrence.edu/sports/womens-basketball/roster/charlotte-brennan/3595","2024-25","WI","MWC","III",5,5,65,"GUARD",,"GUARD","Sophomore",0,"Mead","FIRESTONE, COLO","CO","USA",
348,"Lawrence","3607","Taylor Svoboda","Junior","Mullen","Neb","Mullen",,"5'8""","Guard","14","https://vikings.lawrence.edu/sports/womens-basketball/roster/taylor-svoboda/3607","2024-25","WI","MWC","III",5,8,68,"GUARD",,"GUARD","Junior",0,"Mullen","MULLEN, NEB","NE","USA",
348,"Lawrence","3592","Kate Adams","Sophomore","Plymouth","Minn","Wayzata",,"5'9""","Guard","15","https://vikings.lawrence.edu/sports/womens-basketball/roster/kate-adams/3592","2024-25","WI","MWC","III",5,9,69,"GUARD",,"GUARD","Sophomore",0,"Wayzata","PLYMOUTH, MINN","MN","USA",
348,"Lawrence","3601","Lydia Lueck","Senior","Long Grove","Ill","Stevenson",,"5'5""","Guard","2","https://vikings.lawrence.edu/sports/womens-basketball/roster/lydia-lueck/3601","2024-25","WI","MWC","III",5,5,65,"GUARD",,"GUARD","Senior",0,"Stevenson","LONG GROVE, ILL","IL","USA",
348,"Lawrence","3596","Maggie Culver","Senior","Winfield","Ill","Saint Francis",,"5'7""","Guard","21","https://vikings.lawrence.edu/sports/womens-basketball/roster/maggie-culver/3596","2024-25","WI","MWC","III",5,7,67,"GUARD",,"GUARD","Senior",0,"Saint Francis","WINFIELD, ILL","IL","USA",
348,"Lawrence","3602","Mallory Meyer","Senior","Battle Ground","Wash","Battle Ground",,"5'10""","Guard/Forward","22","https://vikings.lawrence.edu/sports/womens-basketball/roster/mallory-meyer/3602","2024-25","WI","MWC","III",5,10,70,"GUARD","FORWARD","GUARD/FORWARD","Senior",0,"Battle Ground","BATTLE GROUND, WASH","WA","USA",
348,"Lawrence","3605","Emma Moya","Junior","Chicago","Ill","DePaul Prep",,"5'8""","Guard","23","https://vikings.lawrence.edu/sports/womens-basketball/roster/emma-moya/3605","2024-25","WI","MWC","III",5,8,68,"GUARD",,"GUARD","Junior",0,"DePaul Prep","CHICAGO, ILL","IL","USA",
348,"Lawrence","3604","Sophie Morey","Junior","Tinley Park","Ill","Providence Catholic",,"6'0""","Forward","24","https://vikings.lawrence.edu/sports/womens-basketball/roster/sophie-morey/3604","2024-25","WI","MWC","III",6,0,72,"FORWARD",,"FORWARD","Junior",0,"Providence Catholic","TINLEY PARK, ILL","IL","USA",
348,"Lawrence","3598","Bailey Griffis","Junior","Frankfort","Ill","Providence Catholic",,"5'5""","Guard","31","https://vikings.lawrence.edu/sports/womens-basketball/roster/bailey-griffis/3598","2024-25","WI","MWC","III",5,5,65,"GUARD",,"GUARD","Junior",0,"Providence Catholic","FRANKFORT, ILL","IL","USA",
348,"Lawrence","3600","Kylie Loomis","Sophomore","Channahon","Ill","Minooka",,"5'8""","Guard","33","https://vikings.lawrence.edu/sports/womens-basketball/roster/kylie-loomis/3600","2024-25","WI","MWC","III",5,8,68,"GUARD",,"GUARD","Sophomore",0,"Minooka","CHANNAHON, ILL","IL","USA",
348,"Lawrence","3594","Tanner Bost","Junior","Gainesville","Fla","The Rock",,"5'5""","Guard","4","https://vikings.lawrence.edu/sports/womens-basketball/roster/tanner-bost/3594","2024-25","WI","MWC","III",5,5,65,"GUARD",,"GUARD","Junior",0,"The Rock","GAINESVILLE, FLA","FL","USA",
348,"Lawrence","3603","Tahlia Moe","Sophomore","Stevens Point","Wis","SPASH",,"5'10""","Guard","43","https://vikings.lawrence.edu/sports/womens-basketball/roster/tahlia-moe/3603","2024-25","WI","MWC","III",5,10,70,"GUARD",,"GUARD","Sophomore",0,"SPASH","STEVENS POINT, WIS","WI","USA",
349,"Le Moyne","8966","Jessica Wangolo","Sophomore","Ottawa","Ontario","Capital Courts Academy","Buffalo","5'7""","Guard","0","https://www.lemoynedolphins.com/sports/womens-basketball/roster/jessica-wangolo/8966","2024-25","NY","NE10","II",5,7,67,"GUARD",,"GUARD","Sophomore",0,"Capital Courts Academy","OTTAWA, ONTARIO",,"CANADA","Buffalo"
349,"Le Moyne","8775","Zhara Adeyemi","Sophomore","Brooklyn","NY.","South Shore",,"5'10""","Guard","11","https://www.lemoynedolphins.com/sports/womens-basketball/roster/zhara-adeyemi/8775","2024-25","NY","NE10","II",5,10,70,"GUARD",,"GUARD","Sophomore",0,"South Shore","BROOKLYN, NY","NY","USA",
349,"Le Moyne","8782","Sydney Postell","Sophomore","Churchville","NY.","Churchville-Chili",,"5'10""","Forward","12","https://www.lemoynedolphins.com/sports/womens-basketball/roster/sydney-postell/8782","2024-25","NY","NE10","II",5,10,70,"FORWARD",,"FORWARD","Sophomore",0,"Churchville-Chili","CHURCHVILLE, NY","NY","USA",
